Device Time, Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Intake Air Temperature(°F),Speed (OBD)(mph)
24-May-2018 06:36:45.451,-0.02831064,0.13862452,0.87037164,-,14.06866074,136.3999939,762.5,0.00566432,84.70587921,77,0
24-May-2018 06:36:46.450,-0.0234295,0.12007617,0.8830626,-,14.06866074,136.3999939,750,0.00552784,84.70587921,77,0
24-May-2018 06:36:47.450,-0.00976229,0.11909994,0.87525278,-,14.06866074,136.3999939,750,0.00552784,84.70587921,77,0
24-May-2018 06:36:48.452,-0.01366721,0.07321718,0.90063471,-,14.06866074,136.3999939,687.5,0.00536326,84.70587921,77,0
24-May-2018 06:36:49.450,-0.03612047,0.11519502,0.88013393,-,14.06866074,136.3999939,687.5,0.00536326,85.09803772,77,0
24-May-2018 06:36:50.450,-0.02147704,0.12495731,0.88794374,-,14.06866074,136.3999939,637.5,0.00476836,85.09803772,77,0
24-May-2018 06:36:51.451,-0.01952458,0.1181237,0.89184868,-,14.06866074,136.3999939,637.5,0.00479008,84.70587921,77,0
24-May-2018 06:36:52.450,-0.01659589,0.11031388,0.87720525,-,14.06866074,136.3999939,637.5,0.00479008,85.09803772,77,0
24-May-2018 06:36:53.450,-0.0234295,0.1210524,0.87427658,-,14.06866074,136.3999939,637.5,0.00454261,85.09803772,77,0
24-May-2018 06:36:54.450,-0.02831064,0.14252943,0.86744297,-,14.06866074,136.3999939,637.5,0.00459949,85.09803772,77,0
24-May-2018 06:36:55.450,-0.02635818,0.14643435,0.87622905,-,14.06866074,136.3999939,675,0.00459949,85.09803772,77,0
24-May-2018 06:36:56.450,-0.02440573,0.14545812,0.87330031,-,14.06866074,136.3999939,762.5,0.005533,85.09803772,77,0
24-May-2018 06:36:57.450,-0.01952458,0.30751213,0.84889454,-,14.06866074,136.3999939,762.5,0.005533,85.09803772,77,0
24-May-2018 06:36:58.450,-0.04002539,0.38268176,0.85182333,-,14.06866074,136.3999939,1850,0.03116813,85.09803772,75.19999695,3.72822714
24-May-2018 06:36:59.449,0.00780983,0.32801294,0.84303719,-,14.06866074,138.19999695,2362.5,0.04537029,85.09803772,75.19999695,11.18468189
24-May-2018 06:37:00.449,0.01073852,0.23819989,0.79227334,-,14.06866074,138.19999695,2362.5,0.04537029,85.09803772,73.40000153,11.18468189
24-May-2018 06:37:01.449,-0.09469421,0.18841219,0.68000698,-,14.06866074,138.19999695,2112.5,0.03706684,85.09803772,73.40000153,16.15565109
24-May-2018 06:37:02.449,-0.09664667,0.19036464,0.85084707,-,13.92362309,136.3999939,1950,0.04128632,85.49019623,73.40000153,18.64113617
24-May-2018 06:37:03.450,-0.09371798,0.25186709,0.854752,-,13.92362309,136.3999939,1950,0.04128632,85.49019623,71.59999847,18.64113617
24-May-2018 06:37:04.451,-0.00878606,0.12398108,0.89380115,-,13.92362309,136.3999939,1450,0.03359951,85.49019623,71.59999847,22.36936378
24-May-2018 06:37:05.450,-0.09176553,0.16498269,0.81277412,-,13.92362309,138.19999695,1462.5,0.03253892,85.49019623,71.59999847,24.85484695
24-May-2018 06:37:06.450,0.02050081,0.15814909,0.96018475,-,13.92362309,138.19999695,1462.5,0.03253892,85.49019623,71.59999847,24.85484695
24-May-2018 06:37:07.450,-0.04685899,0.05076391,0.97678059,-,13.92362309,138.19999695,1337.5,0.00622211,85.49019623,71.59999847,26.09758949
24-May-2018 06:37:08.450,-0.02440573,0.06638357,0.82936996,-,14.06866074,140,1187.5,0.00802415,85.88235474,71.59999847,24.85484695
24-May-2018 06:37:09.450,-0.0536926,0.0907893,0.98166174,-,14.06866074,140,1187.5,0.00802415,85.88235474,71.59999847,24.85484695
24-May-2018 06:37:10.450,-0.04685899,0.04295408,0.84694207,-,14.06866074,140,1162.5,0.00271941,85.88235474,73.40000153,23.61210442
24-May-2018 06:37:11.450,-0.0605262,0.04978768,0.89380115,-,14.06866074,141.80000305,1162.5,0.00263895,85.88235474,73.40000153,22.36936378
24-May-2018 06:37:12.449,-0.0439303,0.05076391,0.84694207,-,14.06866074,141.80000305,1162.5,0.00263895,85.88235474,73.40000153,22.36936378
24-May-2018 06:37:13.450,-0.05271636,0.0907893,0.84206092,-,14.06866074,141.80000305,1137.5,0.00262286,85.88235474,73.40000153,21.12662125
24-May-2018 06:37:14.449,-0.07028849,0.1181237,0.83034623,-,14.06866074,141.80000305,1125,0.00263895,86.27451324,73.40000153,19.88387871
24-May-2018 06:37:15.450,-0.06345488,0.03807293,0.88892001,-,14.06866074,141.80000305,1125,0.00263895,86.27451324,73.40000153,19.88387871
24-May-2018 06:37:16.450,-0.03221555,0.06540734,0.92504042,-,14.06866074,141.80000305,1100,0.00263091,86.27451324,73.40000153,18.64113617
24-May-2018 06:37:17.451,-0.01073852,0.1112901,0.92894536,-,14.06866074,141.80000305,1087.5,0.00259068,86.66666412,73.40000153,18.64113617
24-May-2018 06:37:18.450,-0.05271636,0.21184167,0.89282489,-,14.06866074,141.80000305,1087.5,0.00259068,86.66666412,73.40000153,17.39839363
24-May-2018 06:37:19.450,-0.07712208,0.2255089,0.90746832,-,14.06866074,141.80000305,1137.5,0.00577673,86.66666412,73.40000153,16.15565109
